ID,Employee_index,Customer's_gender,Age,New_customer_Index,Customer_seniority,Class,Customer_type,Customer_relation_type,Residence_index,Foreigner_index,Deceased_index,Addres_type,Activity_index,Gross_income,segmentation,Distance,Price,quantity_to_binary,udc_id
9092056,N,V,57,0,213,1,1,A,S,N,N,1,1,150356.52,02 - PARTICULARES,1,32,1,609931931
8070044,N,H,23,0,41,1,1,I,S,N,N,1,0,162310.41,03 - UNIVERSITARIO,87,122,1,2110214319
3875470,N,V,63,0,117,1,1,A,S,N,N,1,0,150025.14,02 - PARTICULARES,1,7,1,3240700617
10508340,N,H,41,0,190,1,1,A,S,N,N,1,1,68653.23,02 - PARTICULARES,80,31,1,1677312412
6688638,N,H,21,0,23,1,1,I,S,N,N,1,0,123904.8,03 - UNIVERSITARIO,22,19,1,216792131
11071902,N,V,28,0,18,1,1,I,S,N,N,1,0,83641.77,03 - UNIVERSITARIO,38,60,1,864200839
1758020,N,H,42,0,44,1,1,I,S,N,N,1,0,179052.24,02 - PARTICULARES,86,61,1,3000185353
60380,N,H,28,0,34,1,1,I,S,N,N,1,0,223304.04,03 - UNIVERSITARIO,8,36,1,3111618070
2698847,N,H,20,0,13,1,1,A,S,N,N,1,1,52828.26,03 - UNIVERSITARIO,22,27,1,2253716156
10608169,N,H,22,0,44,1,1,A,S,N,N,1,1,134291.88,03 - UNIVERSITARIO,54,128,1,2478643260
7491084,N,V,64,0,227,1,1,I,S,N,N,1,0,74637.81,02 - PARTICULARES,73,157,1,359491124
1844906,N,H,22,0,36,1,1,I,S,N,N,1,0,266615.64,03 - UNIVERSITARIO,54,161,1,4266202262
13605580,N,V,22,0,40,1,1,I,S,N,N,1,0,72337.83,02 - PARTICULARES,74,190,1,3015983919
4185516,N,V,62,0,167,1,1,I,S,N,N,1,0,136328.49,02 - PARTICULARES,7,163,1,3498484662
10916098,N,V,21,0,9,1,1,I,S,N,N,1,0,37132.14,03 - UNIVERSITARIO,19,102,1,2560211185
9976369,N,V,23,0,16,1,1,I,S,N,N,1,0,93903.54,03 - UNIVERSITARIO,84,63,1,1618250349
8033904,N,H,32,0,36,1,1,I,S,N,N,1,0,128180.1,03 - UNIVERSITARIO,72,110,1,4015851621
3567761,N,V,48,0,238,1,1,I,S,N,N,1,0,79712.88,02 - PARTICULARES,77,154,1,807745110
7105237,N,H,84,0,130,1,1,I,S,N,N,1,0,109723.26,02 - PARTICULARES,51,134,1,207619646
8048370,N,V,24,0,37,1,1,I,S,N,N,1,0,104844.78,02 - PARTICULARES,34,156,1,3075808787
1716034,N,V,21,0,11,1,1,I,S,N,N,1,1,183531.42,03 - UNIVERSITARIO,54,2,1,2990989280
8570794,N,H,46,0,170,1,1,A,S,N,N,1,1,167500.29,01 - TOP,86,98,1,2570295665
1360955,N,H,34,0,61,1,1,A,S,S,N,1,1,105411.27,02 - PARTICULARES,55,98,1,3392906452
6835630,N,V,48,0,141,1,1,A,S,N,N,1,1,242100.54,01 - TOP,22,153,1,749949488
10666966,N,H,33,0,36,1,1,I,S,S,N,1,0,188868.78,02 - PARTICULARES,16,138,1,3453862288
6810342,N,V,48,0,171,1,1,A,S,N,N,1,1,91742.04,02 - PARTICULARES,15,75,1,712579157
5744070,N,H,20,0,163,1,1,A,S,N,N,1,1,400016.46,03 - UNIVERSITARIO,72,80,1,3748544421
3419896,N,H,23,0,24,1,1,A,S,N,N,1,1,72901.47,03 - UNIVERSITARIO,3,70,1,3844060893
7339712,N,V,46,0,99,1,1,A,S,N,N,1,1,81369.78,02 - PARTICULARES,31,64,1,3823383138
11996090,N,V,41,0,79,1,1,A,S,N,N,1,1,95769.6,02 - PARTICULARES,84,105,1,3042575486
1961484,N,V,46,0,82,1,1,A,S,N,N,1,1,79734.21,02 - PARTICULARES,58,140,1,373327141
12149772,N,V,37,0,157,1,1,I,S,N,N,1,0,1679278.68,02 - PARTICULARES,32,77,1,3031863220
7085526,N,H,49,0,58,1,1,I,S,N,N,1,0,109284.84,02 - PARTICULARES,10,145,1,2724735641
12413702,N,V,23,0,57,1,1,I,S,N,N,1,0,142141.5,03 - UNIVERSITARIO,74,70,1,70837223
6224168,N,V,31,0,7,1,1,A,S,N,N,1,1,75323.64,02 - PARTICULARES,14,5,1,3035683465
4383090,N,H,30,0,35,1,1,I,S,N,N,1,0,86683.8,03 - UNIVERSITARIO,84,171,1,2108470568
12268449,N,V,22,0,40,1,1,A,S,N,N,1,0,104223.63,03 - UNIVERSITARIO,33,69,1,383345824
2610290,N,V,22,0,47,1,1,A,S,N,N,1,1,109667.73,03 - UNIVERSITARIO,22,182,1,1502734495
9968384,N,V,20,0,18,1,1,I,S,N,N,1,0,51833.61,03 - UNIVERSITARIO,11,10,1,2475335476
471227,N,V,59,0,98,1,1,A,S,N,N,1,1,56626.62,02 - PARTICULARES,92,11,1,1183873400
4187413,N,V,47,0,166,1,1,I,S,N,N,1,0,158298.96,02 - PARTICULARES,39,63,1,1756872691
3339050,N,V,20,0,13,1,1,A,S,N,N,1,1,63323.4,03 - UNIVERSITARIO,18,58,1,1422950370
4439338,N,V,22,0,11,1,1,I,S,N,N,1,0,153606.39,03 - UNIVERSITARIO,90,191,1,3542631249
13464276,N,H,42,0,44,1,1,I,S,S,N,1,0,147956.37,02 - PARTICULARES,31,156,1,361077931
7014713,N,V,42,0,96,1,1,A,S,S,N,1,1,100167.45,02 - PARTICULARES,57,81,1,3209394368
8949552,N,V,32,0,13,1,1,I,S,N,N,1,0,78642.39,02 - PARTICULARES,54,115,1,2137217778
5759574,N,V,43,0,41,1,1,A,S,N,N,1,1,207014.79,02 - PARTICULARES,29,184,1,416673081
5271173,N,V,44,0,201,1,1,A,S,N,N,1,1,107954.94,01 - TOP,97,133,1,3510291277
12381383,N,H,26,0,56,1,1,I,S,N,N,1,0,44712,03 - UNIVERSITARIO,72,144,1,1761016715
3069959,N,V,36,0,134,1,1,A,S,N,N,1,1,113277,02 - PARTICULARES,29,114,1,3715980214
8817865,N,H,36,0,150,1,1,A,S,N,N,1,1,86116.38,02 - PARTICULARES,46,35,1,3629889479
11097269,N,V,57,0,194,1,1,A,S,N,N,1,0,344733.99,02 - PARTICULARES,32,67,1,1257276643
3854740,N,H,66,0,132,1,1,A,S,N,N,1,1,158089.41,02 - PARTICULARES,24,129,1,2325868864
6775574,N,V,40,0,165,1,1,A,S,N,N,1,1,105955.44,02 - PARTICULARES,98,132,1,1664475067
12799790,N,V,37,0,140,1,1,A,S,N,N,1,1,215831.58,02 - PARTICULARES,86,138,1,1919131749
1922550,N,H,36,0,141,1,1,A,S,N,N,1,1,148637.34,02 - PARTICULARES,34,130,1,34302992
545000,N,V,44,0,83,1,1,I,S,N,N,1,0,63824.25,02 - PARTICULARES,35,14,1,2579628833
533722,N,H,46,0,90,1,1,A,S,N,N,1,1,79822.11,02 - PARTICULARES,72,8,1,2062163712
5133412,N,H,22,0,37,1,1,I,S,N,N,1,0,75191.22,03 - UNIVERSITARIO,33,43,1,4182324648
1105347,N,H,28,0,45,1,1,I,S,N,N,1,1,154505.52,03 - UNIVERSITARIO,4,57,1,665043560
10201649,N,H,20,0,7,1,1,I,S,N,N,1,0,44087.25,03 - UNIVERSITARIO,24,177,1,3150914525
212128,N,H,35,0,9,1,1,A,S,N,N,1,0,87740.37,02 - PARTICULARES,81,145,1,625125918
4299624,N,V,43,0,23,1,1,I,S,N,N,1,0,71727.03,02 - PARTICULARES,81,183,1,4186578570
5703232,N,V,51,0,115,1,1,I,S,N,N,1,0,78169.23,02 - PARTICULARES,59,158,1,1749613685
614136,N,V,57,0,127,1,1,A,S,N,N,1,1,171854.25,02 - PARTICULARES,86,48,1,3857389362
5380079,N,V,38,0,155,1,1,I,S,N,N,1,0,126210.09,02 - PARTICULARES,34,169,1,2536645107
13085985,N,V,51,0,167,1,1,A,S,N,N,1,1,78792.39,02 - PARTICULARES,23,6,1,2932971541
692271,N,H,32,0,130,1,1,I,S,N,N,1,0,51883.08,02 - PARTICULARES,94,110,1,3696356193
5747883,N,H,42,0,18,1,1,A,S,N,N,1,1,144759.51,01 - TOP,18,131,1,2769315374
797205,N,V,44,0,199,1,1,A,S,N,N,1,1,66276.36,01 - TOP,95,89,1,4278969358
5426597,N,V,46,0,167,1,1,I,S,N,N,1,0,47560.65,02 - PARTICULARES,5,56,1,2363621458
7933264,N,H,23,0,50,1,1,I,S,N,N,1,1,195687.42,03 - UNIVERSITARIO,33,52,1,1359992322
4743146,N,H,24,0,48,1,1,I,S,N,N,1,0,94569.45,03 - UNIVERSITARIO,95,142,1,209008178
13256207,N,H,27,0,23,1,1,A,S,N,N,1,0,124061.19,03 - UNIVERSITARIO,1,108,1,121620819
8984810,N,V,26,0,14,1,1,A,S,N,N,1,1,109453.23,02 - PARTICULARES,63,97,1,2561468288
2889259,N,H,42,0,163,1,1,A,S,N,N,1,1,131496.69,02 - PARTICULARES,67,130,1,363675134
13097826,N,H,35,0,147,1,1,I,S,N,N,1,0,112276.65,02 - PARTICULARES,96,90,1,2771346597
11617483,N,H,23,0,29,1,1,I,S,N,N,1,0,68275.86,03 - UNIVERSITARIO,65,13,1,2699126017
10371663,N,H,50,0,206,1,1,A,S,N,N,1,1,107075.25,02 - PARTICULARES,83,66,1,2668727635
3530073,N,V,41,0,159,1,1,A,S,N,N,1,1,77575.41,02 - PARTICULARES,47,74,1,1189876957
4401532,N,H,24,0,39,1,1,I,S,N,N,1,0,51714.24,02 - PARTICULARES,14,195,1,2755324152
7820703,N,H,21,0,9,1,1,A,S,N,N,1,1,172860.18,02 - PARTICULARES,13,137,1,4162392549
2387711,N,V,25,0,45,1,1,I,S,N,N,1,0,80700.66,03 - UNIVERSITARIO,25,53,1,342725701
10003012,N,H,29,0,16,1,1,I,S,N,N,1,0,152512.35,03 - UNIVERSITARIO,6,187,1,1966959211
12120405,N,V,55,0,198,1,1,I,S,N,N,1,0,103545.72,02 - PARTICULARES,95,187,1,1915683721
9514586,N,V,46,0,103,1,1,I,S,N,N,1,0,177447.12,02 - PARTICULARES,96,100,1,1947354019
4773978,N,H,48,0,127,1,1,I,S,S,N,1,1,478384.05,02 - PARTICULARES,84,105,1,362863419
11628302,N,H,24,0,29,1,1,I,S,N,N,1,0,64762.98,03 - UNIVERSITARIO,16,93,1,2570491682
11997093,N,V,41,0,80,1,1,A,S,N,N,1,1,36992.79,02 - PARTICULARES,34,47,1,848249129
8890111,N,V,40,1,5,1,1,A,S,N,N,1,1,113093.55,02 - PARTICULARES,17,191,1,1931994545
4482286,N,V,28,0,19,1,1,A,S,N,N,1,1,86929.8,02 - PARTICULARES,88,149,1,415095202
3430237,N,H,47,0,19,1,1,I,S,N,N,1,0,218300.07,02 - PARTICULARES,72,104,1,135813168
4715801,N,H,24,0,38,1,1,A,S,N,N,1,1,232753.02,03 - UNIVERSITARIO,82,187,1,1428771073
5745878,N,V,27,0,99,1,1,A,S,N,N,1,1,305694.81,03 - UNIVERSITARIO,44,72,1,638626054
11629108,N,H,45,0,27,1,1,A,S,N,N,1,1,112677.42,02 - PARTICULARES,21,27,1,888326778
13481540,N,H,32,0,54,1,1,I,S,N,N,1,0,55756.44,03 - UNIVERSITARIO,71,86,1,3130506809
12168179,N,H,42,0,146,1,1,I,S,N,N,1,0,160492.29,02 - PARTICULARES,14,183,1,2061672629
11367650,N,H,28,0,102,1,1,A,S,N,N,1,0,227310.78,02 - PARTICULARES,98,75,1,2619960634
4696314,N,H,40,0,44,1,1,I,S,N,N,1,0,21809.46,02 - PARTICULARES,69,93,1,1367621240
5565140,N,H,70,0,63,1,1,A,S,N,N,1,1,194031.78,02 - PARTICULARES,56,1,1,3302396955
12994887,N,H,40,0,188,1,1,A,S,N,N,1,1,109102.32,02 - PARTICULARES,39,196,1,1729340515
13440907,N,H,22,0,46,1,1,I,S,N,N,1,0,124481.55,03 - UNIVERSITARIO,61,64,1,370763745
6851308,N,H,14,0,159,1,1,I,S,N,N,1,0,563083.62,02 - PARTICULARES,10,79,1,1241838227
7884610,N,H,28,0,14,1,1,I,S,N,N,1,0,94804.89,03 - UNIVERSITARIO,17,44,1,2948835900
8367756,N,V,21,0,15,1,1,I,S,N,N,1,0,170335.47,03 - UNIVERSITARIO,35,128,1,338368437
7239141,N,V,41,0,146,1,1,A,S,N,N,1,1,121853.4,02 - PARTICULARES,37,127,1,3562600822
12311633,N,V,39,0,32,1,1,A,S,N,N,1,1,101105.55,02 - PARTICULARES,26,94,1,22539266
12150664,N,H,48,0,157,1,1,I,S,N,N,1,0,99884.7,02 - PARTICULARES,100,34,1,4081871549
1291463,N,V,42,0,114,1,1,A,S,N,N,1,1,111579.45,02 - PARTICULARES,74,8,1,1262129580
7689896,N,V,51,0,26,1,1,A,S,N,N,1,1,85595.37,02 - PARTICULARES,68,91,1,141328915
12580542,N,H,19,0,10,1,1,I,S,N,N,1,0,220260.45,03 - UNIVERSITARIO,83,81,1,4181769716
4198403,N,V,49,0,170,1,1,I,S,N,N,1,0,63955.29,02 - PARTICULARES,57,161,1,2157398106
1325416,N,V,46,0,135,1,1,A,S,N,N,1,1,102541.35,02 - PARTICULARES,93,2,1,1547767066
8698277,N,H,48,0,104,1,1,A,S,N,N,1,1,167296.83,02 - PARTICULARES,39,79,1,596949351
11022166,N,V,59,0,21,1,1,A,S,N,N,1,1,63494.73,02 - PARTICULARES,68,22,1,105515469
12006190,N,V,46,0,73,1,1,A,S,N,N,1,1,65246.55,02 - PARTICULARES,11,122,1,2162540855
1341727,N,V,37,0,84,1,1,I,S,N,N,1,0,32540.58,02 - PARTICULARES,12,56,1,647245153
8834290,N,V,56,0,113,1,1,I,S,N,N,1,0,56416.32,02 - PARTICULARES,59,169,1,2472384428
9837067,N,V,58,0,51,1,1,I,S,N,N,1,0,102970.14,02 - PARTICULARES,55,77,1,3818022949
5555643,N,V,41,0,58,1,1,I,S,N,N,1,0,85537.32,02 - PARTICULARES,85,131,1,1924308985
6530828,N,H,28,0,39,1,1,A,S,N,N,1,1,103862.37,03 - UNIVERSITARIO,64,54,1,1054679411
6267325,N,H,20,1,1,1,,,S,N,N,1,0,158153.34,,46,23,1,3432721575
13246977,N,V,23,0,22,99,1,A,S,N,N,1,1,71740.2,03 - UNIVERSITARIO,89,42,1,3004417913
5351240,N,V,55,0,68,1,1,A,S,N,N,1,0,180899.85,,86,78,1,342293592
8563912,N,H,55,0,169,1,1,I,S,N,N,1,0,8325500.79,02 - PARTICULARES,60,93,1,3261817202
1334734,N,V,41,0,82,1,1,A,S,N,N,1,1,124017.63,02 - PARTICULARES,10,95,1,4110207481
6767889,N,V,55,0,166,1,1,I,S,N,N,1,0,163490.91,02 - PARTICULARES,49,135,1,4263399079
3735526,N,H,27,0,140,1,1,A,S,N,N,1,1,89951.79,03 - UNIVERSITARIO,11,120,1,1982145670
7700857,N,H,20,0,17,1,1,A,S,N,N,1,1,62456.49,03 - UNIVERSITARIO,40,139,1,1457590909
5769115,N,H,64,0,137,1,1,A,S,N,N,1,0,81848.13,02 - PARTICULARES,94,107,1,1391284419
5480570,N,V,53,0,116,1,1,A,S,N,N,1,1,164828.25,02 - PARTICULARES,85,150,1,161166913
11374591,N,H,45,0,92,1,1,I,S,N,N,1,0,77056.08,02 - PARTICULARES,67,96,1,327508155
1231643,N,H,22,0,37,1,1,I,S,N,N,1,0,127824.45,03 - UNIVERSITARIO,64,118,1,1757442215
5127229,N,H,30,0,33,1,1,I,S,N,N,1,0,118803.87,03 - UNIVERSITARIO,41,121,1,38755925
8845085,N,V,46,0,122,1,1,I,S,S,N,1,0,46262.73,02 - PARTICULARES,87,19,1,4047977623
1730098,N,H,24,0,44,1,1,I,S,N,N,1,0,75285.6,03 - UNIVERSITARIO,97,76,1,1989414533
7966303,N,V,77,0,12,1,1,A,S,N,N,1,1,69036.06,02 - PARTICULARES,98,75,1,4276175128
3030068,N,V,51,0,71,1,1,A,S,N,N,1,1,61858.53,02 - PARTICULARES,95,5,1,434588179
1701854,N,H,30,0,13,1,1,I,S,N,N,1,1,39481.14,03 - UNIVERSITARIO,42,179,1,1013226906
831031,N,V,49,0,222,1,1,A,S,N,N,1,1,148633.56,02 - PARTICULARES,90,72,1,4205849675
6927663,N,V,79,0,226,1,1,A,S,N,N,1,1,289489.44,02 - PARTICULARES,9,153,1,373538660
10239241,N,H,57,0,143,1,1,A,S,N,N,1,0,34476.42,02 - PARTICULARES,93,97,1,3294308696
9360981,N,H,20,0,14,1,1,I,S,N,N,1,0,111774.84,03 - UNIVERSITARIO,4,131,1,4244441570
10624443,N,V,21,0,30,1,1,I,S,N,N,1,0,140558.55,03 - UNIVERSITARIO,66,125,1,1194020129
2708508,N,H,20,0,13,1,1,A,S,N,N,1,1,148718.58,03 - UNIVERSITARIO,28,170,1,1296466724
1047005,N,H,30,0,7,1,1,A,S,S,N,1,1,385997.91,02 - PARTICULARES,79,42,1,3408662014
7703769,N,V,21,0,17,1,1,I,S,N,N,1,0,273132.54,02 - PARTICULARES,14,95,1,1041590352
5708317,N,V,48,0,236,1,1,A,S,N,N,1,1,84927.12,02 - PARTICULARES,36,44,1,2463129406
5125987,N,H,24,0,34,1,1,I,S,N,N,1,0,56801.73,03 - UNIVERSITARIO,92,123,1,2526344428
7293445,N,H,51,0,166,1,1,A,S,N,N,1,1,73649.13,02 - PARTICULARES,16,85,1,2824280270
9123932,N,H,64,0,197,1,1,A,S,N,N,1,1,1826978.64,02 - PARTICULARES,30,176,1,324009810
500930,N,V,71,0,103,1,1,A,S,N,N,1,1,198740.46,02 - PARTICULARES,62,87,1,1490878648
5456615,N,H,51,0,117,1,1,A,S,N,N,1,0,41792.04,02 - PARTICULARES,89,87,1,3553645025
5200101,N,H,35,0,20,1,1,A,S,N,N,1,1,326900.22,02 - PARTICULARES,2,79,1,1127782016
7722191,N,V,24,0,28,1,1,I,S,N,N,1,0,26938.44,03 - UNIVERSITARIO,12,37,1,3148018080
2978189,N,V,83,0,189,1,1,A,S,N,N,1,1,83981.34,02 - PARTICULARES,12,199,0,2087305643
7557469,N,V,73,0,178,1,1,A,S,N,N,1,1,323635.17,02 - PARTICULARES,80,148,1,1919800873
1613664,N,V,38,0,23,1,1,A,S,N,N,1,1,108522.87,02 - PARTICULARES,33,45,1,4279236975
8005820,N,V,22,0,38,1,1,A,S,N,N,1,1,55509.93,03 - UNIVERSITARIO,35,147,1,4216714038
10784040,N,H,32,0,53,1,1,I,S,N,N,1,0,96014.16,03 - UNIVERSITARIO,81,86,1,4058660726
1467238,N,V,55,0,152,1,1,A,S,N,N,1,0,136973.43,02 - PARTICULARES,90,66,1,2010040398
6370326,N,V,41,0,35,1,1,I,S,N,N,1,0,40007.97,02 - PARTICULARES,51,86,1,2724884305
1417607,N,V,54,0,153,1,1,A,S,N,N,1,1,694888.47,02 - PARTICULARES,65,83,1,1918060344
3990374,N,H,46,0,82,1,1,I,S,N,N,1,0,181086.9,02 - PARTICULARES,36,189,1,2967368194
382441,N,V,40,0,161,1,1,I,S,N,N,1,1,92896.35,02 - PARTICULARES,47,31,1,3097759354
3267371,N,H,22,0,43,1,1,A,S,N,N,1,1,319256.22,03 - UNIVERSITARIO,82,84,1,1030411557
2842268,N,V,46,0,164,1,1,A,S,N,N,1,1,247159.47,02 - PARTICULARES,65,127,1,3977705128
7573441,N,V,45,0,179,1,1,I,S,N,N,1,0,342821.01,02 - PARTICULARES,25,93,1,3384787779
6067475,N,H,22,0,38,1,1,A,S,N,N,1,0,142610.52,03 - UNIVERSITARIO,37,134,1,2494771480
5409845,N,V,36,0,172,1,1,A,S,N,N,1,1,68567.28,02 - PARTICULARES,94,67,1,739202685
912507,N,H,58,0,175,1,1,A,S,N,N,1,1,97449.09,02 - PARTICULARES,92,172,1,3573261226
8463545,N,H,21,0,27,1,1,I,S,N,N,1,0,37203.51,03 - UNIVERSITARIO,10,111,1,1397578096
6913313,N,H,53,0,12,1,1,A,S,N,N,1,1,126364.77,01 - TOP,38,129,1,1044969362
8036820,N,V,34,0,31,1,1,A,S,S,N,1,1,82448.01,02 - PARTICULARES,78,182,1,3454027128
4309054,N,V,58,0,27,1,1,A,S,N,N,1,1,73759.65,02 - PARTICULARES,16,184,1,3868376378
5642924,N,V,56,0,193,1,1,I,S,N,N,1,0,75385.2,02 - PARTICULARES,55,41,1,3136502064
6850475,N,V,40,0,160,1,1,I,S,N,N,1,0,105366.99,02 - PARTICULARES,27,156,1,4187903904
10491574,N,V,80,0,171,1,1,I,S,N,N,1,0,110946.48,02 - PARTICULARES,81,65,1,2963154205
13127067,N,V,55,0,177,1,1,I,S,N,N,1,0,180652.38,02 - PARTICULARES,40,155,1,2008883563
6642876,N,V,19,1,2,1,1,A,S,N,N,1,1,50521.35,03 - UNIVERSITARIO,92,71,1,2386573193
8109435,N,V,22,0,40,1,1,A,S,N,N,1,1,91941.63,03 - UNIVERSITARIO,76,9,1,2353975649
10792593,N,V,24,0,53,1,1,I,S,N,N,1,0,137833.35,03 - UNIVERSITARIO,100,175,1,4239641460
11272784,N,H,49,0,175,1,1,I,S,N,N,1,0,225684.15,02 - PARTICULARES,73,198,1,2774618555
12583596,N,V,19,0,10,1,1,I,S,N,N,1,0,270508.44,03 - UNIVERSITARIO,74,63,1,1234620622
7971919,N,H,84,0,83,1,1,A,S,N,N,1,1,102807.93,02 - PARTICULARES,5,181,1,2172994271
11109190,N,V,36,0,202,1,1,A,S,N,N,1,1,65218.32,02 - PARTICULARES,12,26,1,1154971080
50188,N,V,41,0,30,1,1,A,S,N,N,1,1,144063.96,02 - PARTICULARES,38,68,1,1743976759
4110301,N,V,51,0,187,1,1,I,S,N,N,1,0,79617.21,02 - PARTICULARES,67,188,1,739465853
4971302,N,V,51,0,16,1,1,A,S,N,N,1,1,78110.19,02 - PARTICULARES,38,151,1,1304575965
9236818,N,V,72,0,190,1,1,A,S,N,N,1,1,91436.52,02 - PARTICULARES,22,124,1,2259130171
7486224,N,V,59,0,241,1,1,A,S,N,N,1,1,185842.95,01 - TOP,28,101,1,457467826
3573126,N,V,46,0,220,1,1,A,S,N,N,1,1,259981.53,02 - PARTICULARES,3,44,1,2249410287
1594520,N,H,25,0,14,1,1,A,S,N,N,1,1,304355.37,03 - UNIVERSITARIO,35,55,1,2742355924
3600060,N,H,52,0,198,1,1,I,S,N,N,1,0,188543.61,02 - PARTICULARES,74,162,1,1852164349
10755639,N,V,65,0,78,1,1,A,S,N,N,1,1,101600.43,02 - PARTICULARES,94,186,1,1597510960
5461544,N,V,39,0,132,1,1,I,S,S,N,1,0,152258.28,02 - PARTICULARES,65,109,1,972946913
10476216,N,V,38,0,169,1,1,I,S,N,N,1,0,100487.85,02 - PARTICULARES,74,112,1,3625191318
12071819,N,V,58,0,228,1,1,I,S,N,N,1,0,80222.28,02 - PARTICULARES,73,33,1,2285773121
11358854,N,V,47,0,97,1,1,A,S,N,N,1,1,166500.21,02 - PARTICULARES,61,62,1,948738606
573675,N,H,78,0,11,1,1,A,S,N,N,1,1,94412.88,02 - PARTICULARES,48,161,1,1168959340
6855012,N,V,72,0,163,1,1,I,S,N,N,1,0,71723.46,02 - PARTICULARES,71,178,1,2452864600
1417430,N,V,38,0,184,1,1,A,S,N,N,1,1,103775.67,02 - PARTICULARES,80,45,1,2600328364
3875335,N,H,34,0,117,1,1,A,S,N,N,1,1,60321.39,01 - TOP,88,176,1,2113690037
10609096,N,V,22,0,44,1,1,A,S,N,N,1,1,43092.15,03 - UNIVERSITARIO,89,78,1,4018192130
12459615,N,H,38,0,53,1,1,I,S,N,N,1,0,169523.49,02 - PARTICULARES,69,61,1,3899719576
8436394,N,H,41,0,34,1,1,A,S,N,N,1,1,143294.19,02 - PARTICULARES,97,149,1,106150200
13000651,N,V,67,0,186,1,1,I,S,N,N,1,0,94523.79,02 - PARTICULARES,13,192,1,1400539710
11521031,N,V,35,0,108,1,1,I,S,N,N,1,0,33378.54,02 - PARTICULARES,47,74,1,2563156348
6998155,N,H,69,0,81,1,1,A,S,N,N,1,1,126161.28,02 - PARTICULARES,18,134,1,3949113689
8100853,N,H,22,0,41,1,1,A,S,N,N,1,1,51221.7,03 - UNIVERSITARIO,76,154,1,3193525141
7997583,N,H,42,0,65,1,1,I,S,N,N,1,0,76238.73,02 - PARTICULARES,17,7,1,1189004134
7845508,N,V,22,0,15,1,1,I,S,N,N,1,0,67392.36,03 - UNIVERSITARIO,11,197,1,3390415314
3987960,N,V,32,0,70,1,1,I,S,N,N,1,0,280005.75,02 - PARTICULARES,53,186,1,3896314654
12991892,N,H,64,0,183,1,1,I,S,N,N,1,0,169175.73,02 - PARTICULARES,98,111,1,1359856778
10692357,N,V,41,0,35,1,1,I,S,N,N,1,0,74105.37,02 - PARTICULARES,10,7,1,3702524512
3628034,N,V,52,0,97,1,1,I,S,N,N,1,0,219296.55,02 - PARTICULARES,91,32,1,168130381
4584642,N,V,24,1,1,1,,,S,N,N,1,0,14742,,1,24,1,1198183123
7205225,N,V,65,0,112,1,1,I,S,N,N,1,0,159074.85,02 - PARTICULARES,68,130,1,834125222
2456994,N,V,40,0,30,1,1,A,S,N,N,1,1,105997.26,02 - PARTICULARES,46,53,1,2566208142
4506345,N,H,20,0,13,1,1,I,S,S,N,1,1,130776.24,03 - UNIVERSITARIO,15,176,1,2311282694
5075784,N,H,21,0,8,1,1,A,S,N,N,1,1,108526.5,03 - UNIVERSITARIO,39,81,1,291123870
4150699,N,H,44,0,140,1,1,A,S,N,N,1,1,95718.63,02 - PARTICULARES,75,64,1,2500878253
3629924,N,H,35,0,17,1,1,A,S,N,N,1,1,42613.68,02 - PARTICULARES,48,76,1,1131350375
700769,N,V,82,0,135,1,1,I,S,N,N,1,0,456007.68,02 - PARTICULARES,6,124,1,1413411256
1088760,N,H,24,0,12,1,1,I,S,N,N,1,0,68636.7,03 - UNIVERSITARIO,60,58,1,4165956802
6526917,N,H,22,0,39,1,1,I,S,N,N,1,0,279125.13,03 - UNIVERSITARIO,3,27,1,4241451966
1806054,N,V,24,0,33,1,1,I,S,S,N,1,0,372211.68,03 - UNIVERSITARIO,87,82,1,1747598702
90092,N,V,23,0,47,1,1,I,S,N,N,1,0,116296.05,03 - UNIVERSITARIO,12,84,1,1379852028
2548330,N,H,25,0,36,1,1,I,S,N,N,1,0,168150.75,03 - UNIVERSITARIO,98,42,1,1180621623
1083816,N,H,21,0,11,1,1,I,S,N,N,1,0,101718.96,03 - UNIVERSITARIO,50,32,1,1775458639
9115317,N,H,60,0,203,1,1,A,S,N,N,1,0,190198.83,02 - PARTICULARES,86,106,1,736870273
7938376,N,V,23,0,50,1,1,I,S,N,N,1,0,88291.41,03 - UNIVERSITARIO,74,127,1,2051836322
4434829,N,V,20,0,11,1,1,A,S,N,N,1,0,59079,03 - UNIVERSITARIO,83,71,1,2232372158
12350236,N,H,23,0,38,1,1,I,S,S,N,1,0,63901.95,02 - PARTICULARES,4,148,1,1751350902
941918,N,H,26,0,22,1,1,A,S,N,N,1,1,294423.03,03 - UNIVERSITARIO,10,42,1,2626489590
2560412,N,V,33,0,32,1,1,I,S,S,N,1,0,48490.74,02 - PARTICULARES,81,157,1,115311567
10653699,N,V,40,0,29,1,1,A,S,N,N,1,1,184993.62,02 - PARTICULARES,26,167,1,989930769
2948114,N,H,40,0,182,1,1,A,S,N,N,1,1,160988.43,02 - PARTICULARES,62,66,1,3376186660
8890137,N,V,33,1,5,1,1,A,S,N,N,1,1,42761.28,02 - PARTICULARES,69,164,1,1769104226
2090795,N,H,62,0,239,1,1,A,S,N,N,1,1,254567.85,02 - PARTICULARES,66,184,1,3088459747
5784563,N,H,40,0,160,1,1,I,S,N,N,1,0,96803.64,02 - PARTICULARES,9,93,1,4185307618
13259409,N,H,31,0,24,1,1,A,S,N,N,1,1,180623.34,02 - PARTICULARES,11,32,1,177552063
